ttd_drug_id,trade_name,company,therapeutic_class,drug_type,highest_status
D0G1JR,,ELI LILLY AND COMPANY,,Small molecular drug,Patented
D0G1YI,,"NOVARTIS AG GLAENZEL, Ulrike NUFER, Robert",,Small molecular drug,Patented
D0G2EP,,PROXIMAGEN LIMITED,,Small molecular drug,Patented
D0G3IL,,"Sunshine Lake Pharma Co., Ltd",,Small molecular drug,Patented
D0G4YS,,Mississippi State University,,Small molecular drug,Patented
D0G5FS,,,,Small molecular drug,Patented
D0G6IQ,,"DAEWOONG PHARMACEUTICAL CO., LTD. KIM, Ji Duck YOON, Hong Chul KIM, In Woo CHO, Min Jae LEE, In Young LEE, Sang Ho PARK, Eun Kyung LIM, Kwon Jo NAM, Sang Hyun",,Small molecular drug,Patented
D0G6ON,,NEW ENGLAND BIOLABS INC,,Nucleotide,Patented
D0G6QW,,"NERVIANO MEDICAL SCIENCES S.R.L. ZAMPIERI, Massimo VANOTTI, Ermes CIVAROLI, Paola FORNARETTO, Maria, Gioia",,Small molecular drug,Patented
D0G6UA,,"EMORY UNIVERSITY JIANG, Jianxiong GANESH, Thota DU, Yuhong THEPCHATRI, Pahk QUAN, Yi DINGLEDINE, Ray J",,Small molecular drug,Patented
D0G7LB,,"SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE PELLECCHIA, Maurizio",,Small molecular drug,Patented
D0G9BO,,Gilead Sciences Inc,,Small molecular drug,Patented
D0G9MM,,ZHEJIANG DTRM BIOPHARMA [CN],,Small molecular drug,Patented
D0G9NQ,,"INFINITY PHARMACEUTICALS, INC",,Small molecular drug,Patented
D0G9OT,,Kissei Pharmaceutical Co. Ltd,,Small molecular drug,Patented
D0G9QO,,CENTRE NAT RECH SCIENT [FR,,Small molecular drug,Patented
D0GA7D,,"UNIVERSITY OF UTAH RESEARCH FOUNDATIOUniversity of Utah, USA",,Small molecular drug,Patented
D0GB6Y,,VERTEX PHARMACEUTICALS INCORPORATED,,Carbohydrates,Patented
D0GB7G,,"CALITOR SCIENCES, LLC SUNSHINE LAKE PHARMA CO., LTD",,Small molecular drug,Patented
D0GD6R,,UNIVERSITY OF CONNECTICUT,,Small molecular drug,Patented
D0GE4F,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,,Small molecular drug,Patented
D0GE6F,,"MERCK SHARP & DOHME CORP. TSUI, Hon-Chung PALIWAL, Sunil FISCHMANN, Thierry Olivier",,,Patented
D0GF3P,,"NOVARTIS AG STRAUB, Christopher Sean CHEN, Zhuoliang PALERMO, Mark G",,Small molecular drug,Patented
D0GG5K,,"PULMAGEN THERAPEUTICS (INFLAMMATION) LIMITED FINCH, Harry FOX, Craig",,Small molecular drug,Patented
D0GH8D,,VERTEX PHARMACEUTICALS INCORPORATED,,Small molecular drug,Patented
D0GH9W,,"MERCK SHARP & DOHME CORP. PALIWAL, Sunil TSUI, Hon-Chung GAO, Xiaolei KIM, Hyunjin, M. CAPLEN, Mary Ann FISCHMANN, Thierry, O. DUCA, Jose, S",,,Patented
D0GI4S,,MERCK PATENT GMBH,,Small molecular drug,Patented
D0GP7L,,"UNIVERSITY OF BASEL ERNST, Beat",,Carbohydrates,Patented
D0GQ0V,,Astellas Pharma Inc,,Small molecular drug,Patented
D0GR7W,,Gilead Sciences Inc,,Small molecular drug,Patented
D0GT0I,,"ABIDE THERAPEUTICS, INC",,Small molecular drug,Patented
D0GX7W,,"ELAN PHARMACEUTICALS, INC. SHAM, Hing, L. KONRADI, Andrei, W. HOM, Roy, K. PROBST, Gary, D. BOWERS, Simeon TRUONG, Anh NEITZ, R., Jeffrey SEALY, Jennifer TOTH, Gergely",,Small molecular drug,Patented
D0GY8G,,"MERCK SHARP & DOHME CORP. TSUI, Hon-Chung PALIWAL, Sunil FISCHMANN, Thierry Olivier",,,Patented
D0H0QR,,Ixchelsis Ltd,,Small molecular drug,Patented
D0H2KL,,"GLAXO GROUP LIMITED BRADLEY, Daniel, Marcus BRANCH, Clive, Leslie CHAN, Wai, Ngor COULTON, Steven GILPIN, Martin, Leonard HARRIS, Andrew, Jonathan JAXA-CHAMIEC, Albert, Andrzej LAI, Justine, Yeun, Quai MARSHALL, Howard, Robert MACRITCHIE, Jacqueline, Anne NASH, David, John PORTER, Roderick, Alan SPADA, Simone THEWLIS, Kevin, Michael WARD, Simon, Edward",,Small molecular drug,Patented
D0H2RG,,,,Small molecular drug,Patented
D0H2UJ,,,,Small molecular drug,Patented
D0H3NO,,ABBOTT LABORATORIES,,Small molecular drug,Patented
D0H3YG,,UNIV WARSZAWSKI [PLCT MEDYCZNE KSZTALCENIA PODYPLOMOWEGO [PL],,Small molecular drug,Patented
D0H4HD,,"F. HOFFMANN-LA ROCHE AG GONG, Leyi JAHANGIR, Alam REUTER, Deborah CaroF. HOFFMANN-LA ROCHE AG GOLDSTEIN, David Michael GONG, Leyi MICHOUD, Christophe PALMER, Wylie Solang SIDDURI, Achyutharao",,Small molecular drug,Patented
D0H4LK,,,,Small molecular drug,Patented
D0H4PF,,Aston University,,Small molecular drug,Patented
D0H4SE,,Amorepacific Corp,,Small molecular drug,Patented
D0H4WT,,"University of Southern California, USNew York University",,Small molecular drug,Patented
D0H5UL,,Vertex Pharmaceuticals Inc,,Small molecular drug,Patented
D0H5VO,,"ABBVIE DEUTSCHLAND GMBH &amCO. KG ABBVIE INC. AMBERG, Wilhelm LANGE, Udo OCHSE, Michael POHLKI, Frauke BEHL, Berthold MEZLER, Mario HORNBERGER, Wilfried HUTCHINS, Charles W",,Small molecular drug,Patented
D0H6AF,,Schering Corp,,,Patented
D0H7SO,,"MERCK SHARP & DOHME CORP. PALIWAL, Sunil TSUI, Hon-Chung GAO, Xiaolei KIM, Hyunjin, M. CAPLEN, Mary Ann FISCHMANN, Thierry, O. DUCA, Jose, S",,,Patented
D0H9SD,,"ARTIFICIAL CELL TECHNOLOGIES, INC",,Vaccine,Patented
D0HA0J,,"METHEOR THERAPEUTICS CORPORATION SLEDZIEWSKI, Andrew, Z. DEVOS, Theodore KOLE, Ryszard",,Nucleotide,Patented
D0HC9K,,INCYTE CORPORATION,,Small molecule immunotherapy,Patented
D0HD6C,,,,Small molecular drug,Patented
D0HF1A,,MERCK SHARP & DOHME CORP,,,Patented
D0HI1R,,Southwest Res Inst,,Small molecular drug,Patented
D0HK3A,,"ARTIFICIAL CELL TECHNOLOGIES, INC",,Vaccine,Patented
D0HL6X,,"MERCK SHARP & DOHME CORP. WU, Wen-Lian BURNETT, Duane, A",,Small molecular drug,Patented
D0HM4V,,F. HOFFMANN-LA ROCHE AG HOFFMANN-LA ROCHE INC,,Small molecular drug,Patented
D0HM6Y,,KARUS THERAPEUTICS LTD,,Small molecular drug,Patented
D0HO8C,,Bristol-Myers Squibb Co,,Small molecular drug,Patented
D0HP8K,,Schering Corp,,,Patented
D0HQ8X,,,,Small molecular drug,Patented
D0HR6P,,NTZ LAB LTD [BG],,Small molecular drug,Patented
D0HR8Y,,"ENANTA PHARMACEUTICALS, INC",,Small molecular drug,Patented
D0HS1D,,ABBOTT LABORATORIES,,Small molecular drug,Patented
D0HS2J,,CELON PHARMA S.A,,Small molecular drug,Patented
D0HS8T,,AUSTRALIAN NUCLEAR SCIENCE AND TECHNOLOGY ORGANISATION THE UNIVERSITY OF SYDNE,,Small molecular drug,Patented
D0HT9C,,"PULMAGEN THERAPEUTICS (INFLAMMATION) LIMITED RAMDAS, Vidya FINCH, Harry FOX, Craig",,Small molecular drug,Patented
D0HU0O,,,,Small molecular drug,Patented
D0HV3N,,MERCK PATENT GMBH,,Small molecular drug,Patented
D0HW6Y,,"Huawei Technologies Co., Ltd",,Small molecular drug,Patented
D0HX9S,,KTB TUMORFORSCHUNGSGESELLSCHAFT MBH,,Small molecular drug,Patented
D0I1GO,,NOVASAID AB [SE],,Small molecular drug,Patented
D0I1YQ,,"MERCK SHARP & DOHME CORP. MSD K.K. KATZ, Jason JEWELL, James JUNG, Joon KATTAR, Solomon HOU, Yongquan MACCOSS, Rachel ITO, Satoru",,Small molecular drug,Patented
D0I2MR,,"UNIVERSITY OF BASEL ERNST, Beat",,Carbohydrates,Patented
D0I2RS,,"THE UNIVERSITY OF QUEENSLAND FAIRLIE, David Paul LIU, Ligong YAU, Mei-Kwan SUEN, Jacky Yung REID, Robert LOHMAN, Rink-Jan IYER, Abishek Venkatasubramanian LIM, Junxian BROWN, Lindsay CharleThe University of Queensland",,Small molecular drug,Patented
D0I3LY,,"TRANSLATIONAL GENOMICS RESEARCH INSTITUTE DUNCKLEY, Travis",,Small molecular drug,Patented
D0I3NS,,"SIGNAL PHARMACEUTICALS, LLC BENNETT, Brydon, L. ELSNER, Jan ERDMAN, Paul HILGRAF, Robert LEBRUN, Laurie, Ann MCCARRICK, Meg MOGHADDAM, Mehran, F. NAGY, Mark, A. NORRIS, Stephen PAISNER, David, A. SLOSS, Marianne ROMANOW, William, J. SATOH, Yoshitaka TIKHE, Jayashree YOON, Won, Hyung DELGADO, Mercedes",,Small molecular drug,Patented
D0I3ZW,,Janssen Pharmaceutica NV,,Small molecular drug,Patented
D0I6IR,,UNIVERSITY OF NOTRE DAME DU LAC,,Small molecular drug,Patented
D0I6YT,,"OMORI, Naoki et al",,Small molecular drug,Patented
D0I7UZ,,AURIGENE DISCOVERY TECHNOLOGIES LIMITED,,Peptide,Patented
D0I8RK,,,,Small molecular drug,Patented
D0I8RX,,UNIVERSITY OF SOUTH AUSTRALIA CENTRAL ADELAIDE LOCAL HEALTH NETWORK INC,,Small molecular drug,Patented
D0I9FU,,MERCK SHARP & DOHME CORP,,,Patented
D0I9PC,,VANDERBILT UNIVERSITY,,Small molecular drug,Patented
D0I9QC,,"THE BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER EDUCATION on behalf of THE UNIVERSITY OF NEVADA, LAS VEGAS",,Small molecular drug,Patented
D0IB3R,,"F. HOFFMANN-LA ROCHE AG LAI, Yingjie LIANG, Jun MAGNUSON, Steven, R. ROBARGE, Kirk, D. TSUI, Vickie, Hsaio-Wei ZHANG, Birong",,Small molecular drug,Patented
D0IB8D,,"THE WASHINGTON UNIVERSITY JANETKA, James W. HAN, Zhenfu HULTGREN, Scott PINKNER, Jerry CUSUMANO, Corrine",,Carbohydrates,Patented
D0ID3R,,ASTEX THERAPEUTICS LIMITED,,Small molecular drug,Patented
D0IE9E,,"Merck & Co., Inc",,Small molecular drug,Patented
D0IF3G,,"DOMAINEX LIMITED PERRIOR, Trevor, Robert NEWTON, Gary, Karl STEWART, Mark, Richard AQIL, Rehan",,Small molecular drug,Patented
D0IF4J,,"UNIVERSITY OF BASEL ERNST, Beat",,Carbohydrates,Patented
D0IF5M,,AMAKEM NV,,Small molecular drug,Patented
D0IH8R,,"GLAXOSMITHKLINE BIOLOGICALS S.A. THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF THE ARMY COHEN, Joseph D MARCHAND, Martine OCKENHOUSE, Christian F YADAVA, Anjali",,Vaccine,Patented
D0IK1S,,PURDUE PHARMA L.P,,Small molecular drug,Patented
D0IL3B,,Santen Pharmaceutical Co,,Small molecular drug,Patented
D0IL3C,,BeiGene Ltd,,Small molecular drug,Patented
D0IN5E,,GRUENENTHAL GMBH [DE],,Small molecular drug,Patented
D0IQ5V,,"Brandeis University and University of Georgia Research Foundation, Inc",,Small molecular drug,Patented
D0IQ6G,,"MERCK SHARP & DOHME CORP. BUTCHER, John, W. WITTER, David DINSMORE, Christopher KIM, June HENDRIX, John ARCHARYA, Raksha AHEARN, Sean, P. JUNG, Joon RIVKIN, Alexey JONES, Philip",,Small molecular drug,Patented
D0IS8R,,VANDERBILT UNIVERSITY,,Small molecular drug,Patented
D0IT4N,,"GLAXO GROUP LIMITED BIGGADIKE, Keith BIRAULT, Veronique CHAMPIGNY, Aurelie Cecile COE, Diane Mary HUGHES, Owen Rhys NEEDHAM, Deborah TAPE, Daniel Terence",,Small molecular drug,Patented
D0IV8T,,ABBOTT LABORATORIES,,Small molecular drug,Patented
D0IY5H,,"BAYER SCHERING PHARMA AKTIENGESELLSCHAFT LEHMANN, Lutz THIELE, Andrea HEINRICH, Tobias VOLLMER, Sonja",,Small molecular drug,Patented
D0IZ8B,,CANCER RESEARCH TECHNOLOGY LIMITED INSTITUTE OF CANCER RESEARCH: ROYAL CANCER HOSPITAL (THE),,Small molecular drug,Patented
D0J0AT,,"IMPACT THERAPEUTICS, INC",,Small molecular drug,Patented
D0J0EP,,"Brandeis University and University of Georgia Research Foundation, Inc",,Small molecular drug,Patented
D0J0LC,,"THE WASHINGTON UNIVERSITY JANETKA, James W. HAN, Zhenfu HULTGREN, Scott PINKNER, Jerry CUSUMANO, Corinne",,Carbohydrates,Patented
D0J0NM,,UNIVERSITY OF CANBERRA,,Small molecular drug,Patented
D0J1HQ,,UNIVERSITY OF UTAH,,Small molecular drug,Patented
D0J2HH,,,,Small molecular drug,Patented
D0J2VS,,,,Small molecular drug,Patented
D0J3JY,,NTZ LAB LTD [BG],,Small molecular drug,Patented
D0J4CI,,Gilead Sciences Inc,,Small molecular drug,Patented
D0J4LV,,INCYTE CORPORATION,,Small molecule immunotherapy,Patented
D0J5AB,,THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,,Small molecular drug,Patented
D0J5EW,,,,Small molecular drug,Patented
D0J5GC,,"FURMINGER, Vikki HUGHES, Owen LEGRAND, Darren STANLEY, Emily THOMSON, Christopher WILLIAMS, Gareth NOVARTIS ANOVARTIS AG FURMINGER, Vikki HUGHES, Owen THOMSON, Christopher LEGRAND, Darren, Mark STANLEY, Emil",,Small molecular drug,Patented
D0J5IB,,Obseva SA,,Small molecular drug,Patented
D0J5QP,,Ixchelsis Limited,,Small molecular drug,Patented
D0J6LT,,UNIVERZA V LJUBLJANI,,Small molecular drug,Patented
D0J6TA,,"ABIDE THERAPEUTICS, INC. THE SCRIPPS RESEARCH INSTITUTE",,Small molecular drug,Patented
D0J6UW,,"RUDD, Christopher",,,Patented
D0J7DA,,Allomek Therapeutics,,Small molecular drug,Patented
D0J7HR,,University Zhejiang Technology,,Small molecular drug,Patented
D0J7SD,,"F. HOFFMANN-LA ROCHE AG GOBBI, Luca JAESCHKE, Georg RODRIGUEZ SARMIENTO, Rosa Maria STEWARD, LucindHoffmann-La Roche Inc",,Small molecular drug,Patented
D0J8GO,,,,Small molecular drug,Patented
D0J8HJ,,VERTEX PHARMACEUTICALS INCORPORATED,,Carbohydrates,Patented
D0J8PJ,,"F. HOFFMANN-LA ROCHE AG ARZENO, Humberto, Bartolome FILONOVA, Lubov GOLDSTEIN, David, Michael GONG, Leyi LOE, Bradley, E. O'BRIEN, Erin, M. PALMER, Wylie, Solang ROTSTEIN, David, Mark SILVA, Tania TAN, Yun-chou",,Small molecular drug,Patented
D0J9FN,,THE REGENTS OF THE UNIVERSITY OF MICHIGAN,,Small molecular drug,Patented
D0J9JB,,"MERCK SHARP & DOHME CORP. PASTERNAK, Alexander DEJESUS, Reynalda, K. ZHU, Yuping YANG, Lihu WALSH, Shawn PIO, Barbara SHAHRIPOUR, Aurash TANG, Haifeng BELYK, Kevin KIM, Dooseop",,Small molecular drug,Patented
D0J9JS,,"ZHANG, Xiaohu",,Small molecular drug,Patented
D0J9SL,,Merk Patent GMBH,,Small molecular drug,Patented
D0J9WP,,"Brandeis University and University of Georgia Research Foundation, Inc",,Small molecular drug,Patented
D0JA5B,,ABBOTT LABORATORIES,,Small molecular drug,Patented
D0JB4S,,"UWM RESEARCH FOUNDATION, INC",,Small molecular drug,Patented
D0JC8L,,ABBVIE INC,,Small molecular drug,Patented
D0JC8M,,"CYTOCHROMA INC. JOHNS HOPKINS UNIVERSITY POSNER, Gary, H. HESS, Lindsey, C. KALINDA, Alvin, S. SLACK, Rachel, D. SAHA, Uttam PETKOVICH, P., Martin",,Small molecular drug,Patented
D0JD0G,,"INTERCEPT PHARMACEUTICALS, INC",,Small molecular drug,Patented
D0JF5K,,"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY, DEPARTMENT OF HEALTH AND HUMAN SERVICES TARASOVA, Nadya I. TRINCHIERI, Giorgio YOUNG, Howard A. STEWART, C. Andrew CARDONE, Marco A. PERANTONI, Alan O",,Small molecular drug,Patented
D0JH7Q,,GLENMARK PHARMACEUTICALS S.A,,Small molecular drug,Patented
D0JH8Z,,"Chengdu Sourcebio Limited Liability Company, Peop. Rep. China.Zhenjiang Shengan Pharmaceutical Co., Ltd., Peop. Rep. China",,Small molecular drug,Patented
D0JI3T,,THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,,Small molecular drug,Patented
D0JI5X,,ARES TRADING S.A,,Small molecular drug,Patented
D0JK0Y,,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,,Small molecular drug,Patented
D0JK2N,,ABBOTT LABORATORIES,,Small molecular drug,Patented
D0JN0A,,KARUS THERAPEUTICS LTD,,Small molecular drug,Patented
D0JN7L,,BIOCODEX,,Small molecular drug,Patented
D0JO2A,,DEBRECENI EGYETEM,,Small molecular drug,Patented
D0JP6A,,"CADILA HEALTHCARE LIMITED PANDEY, Bipin DAVE, Mayank, Ghanshyambhai KOTHARI, Himanshu, M. SHUKLA, Bhavin, Shriprasad",,Small molecular drug,Patented
D0JR0F,,"MERCK SHARP & DOHME CORP. TSUI, Hon-Chung PALIWAL, Sunil FISCHMANN, Thierry Olivier",,,Patented
D0JR2C,,"NEWLINK GENETICS CORPORATION MAUTINO, Mario KUMAR, Sanjeev WALDO, Jesse JAIPURI, Firoz KESHARWANI, Tanay ZHANG, Xiaoxia",,Small molecular drug,Patented
D0JT3F,,"ARENA PHARMACEUTICALS, INC. TEEGARDEN, Bradley JAYAKUMAR, Honnappa LI, Hongmei STRAH-PLEYNET, Sonja DOSA, Peter, Ian",,Small molecular drug,Patented
D0JU4Z,,,,Small molecular drug,Patented
D0JU7T,,"DOMAINEX LIMITED PERRIOR, Trevor, Robert NEWTON, Gary, Karl STEWART, Mark, Richard AQIL, Rehan",,Small molecular drug,Patented
D0JU8E,,"NOVARTIS AG GLAENZEL, Ulrike NUFER, Robert",,Small molecular drug,Patented
D0JZ4W,,AMGEN INC,,Small molecular drug,Patented
D0K0DV,,,,Small molecular drug,Patented
D0K0GJ,,F. HOFFMANN-LA ROCHE AG HOFFMANN-LA ROCHE INC,,Small molecular drug,Patented
D0K1PP,,,,Small molecular drug,Patented
D0K2PK,,BRISTOL-MYERS SQUIBB COMPANY,,Small molecular drug,Patented
D0K2UF,,KARUS THERAPEUTICS LTD,,Small molecular drug,Patented
D0K3DA,,"UNIVERSITY OF BASEL ERNST, Beat",,Carbohydrates,Patented
D0K3ZB,,TECHNION RESEARCH & DEVELOPMENT FOUNDATION LIMITED,,Small molecular drug,Patented
D0K4AQ,,Gilead Sciences Inc,,Small molecular drug,Patented
D0K4CX,,ALTIMMUNE INC,,Vaccine,Patented
D0K4SZ,,GRUENENTHAL GMBH [DE],,Small molecular drug,Patented
D0K4UF,,,,Small molecular drug,Patented
D0K5YJ,,"MERCK SHARP & DOHME CORP. BIFTU, Tesfaye",,Small molecular drug,Patented
D0K6SZ,,Aston University,,Small molecular drug,Patented
D0K6XL,,"IMPACT THERAPEUTICS, INC",,Small molecular drug,Patented
D0K7NC,,"CHEMOCENTRYX, INC",,Small molecule immunotherapy,Patented
D0K8EV,,"IOMET PHARMA LTD. MERCK SHARP & DOHME CORP. COWLEY, Phillip, M. WISE, Alan BROWN, Thomas, J. MCGOWAN, Meredeth, A. ZHOU, Hua HAN, Yongxin",,Small molecular drug,Patented
D0K8XT,,Schering Corp,,,Patented
D0K9QH,,Amorepacific Corp,,Small molecular drug,Patented
D0KB4T,,"CITY OF HOPE FOREMAN, Barry",,Small molecular drug,Patented
D0KC6Y,,"IMPACT THERAPEUTICS, INC.  CAI, Suixiong  TIAN, Ye Edward  WANG, Xiaozhu  XIE, Kai  LI, Sicun  YU, Zenghui  GU, Chengyun  LIU, Lijun",,Small molecular drug,Patented
D0KC8X,,MERCK SHARP & DOHME CORP,,,Patented
D0KE4E,,NEW ENGLAND BIOLABS INC,,Nucleotide,Patented
D0KE8Q,,"UNIVERSITY OF BASEL ERNST, Beat HEROLD, Janno",,Carbohydrates,Patented
D0KF8H,,CELON PHARMA S.A,,Small molecular drug,Patented
D0KG5U,,"UNIVERSITY OF BASEL ERNST, Beat",,Carbohydrates,Patented
D0KK0E,,DEBRECENI EGYETEM,,Carbohydrates,Patented
D0KM0W,,Novartis AG,,Small molecular drug,Patented
D0KM7V,,"UNIVERSITA' DEGLI STUDI DI PADOVA CHILIN, Adriana MARZARO, Giovanni GUIOTTO, Adriano CONCONI, Maria Teresa CASTAGLIUOLO, Ignazio",,Small molecular drug,Patented
D0KN6L,,UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION CORNELL UNIVERSITY,,Small molecular drug,Patented
D0KN7T,,"MERCK SHARP & DOHME CORP. TSUI, Hon-Chung PALIWAL, Sunil FISCHMANN, Thierry Olivier",,,Patented
D0KO3I,,"KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY           RHO, Mun Chual     LEE, Woo Song     OH, Hyun Mee     KIM, Young Min",,,Patented
D0KP4J,,"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",,Small molecular drug,Patented
D0KR2T,,"EPIZYME, INC",,Small molecular drug,Patented
D0KR7R,,"Sunshine Lake Pharma Co., Ltd",,Small molecular drug,Patented
D0KS3G,,"ARCUS BIOSCIENCES, INCVITAE PHARMACEUTICALS, INC",,Small molecular drug,Patented
D0KU2T,,,,Small molecular drug,Patented
D0KV5Z,,,,Small molecular drug,Patented
D0KV7D,,ELI LILLY AND COMPANY,,Small molecular drug,Patented
D0KW0F,,"CISEN PHARMACEUTICAL CO., LTD. SHANGHAI INSTITUTE OF PHARMACEUTICAL INDUSTRY",,Small molecular drug,Patented
D0KX0J,,TRUSTEES OF DARTMOUTH COLLEGE,,Small molecular drug,Patented
D0KZ5O,,,,Small molecular drug,Patented
D0KZ6T,,Leland Stanford Junior University,,Small molecular drug,Patented
D0L0DT,,"CELGENE QUANTICEL RESEARCH, INC",,Small molecular drug,Patented
D0L1TT,,"ONYX THERAPEUTICS, INC. SHENK, Kevin D. PARLATI, Francesco BENNETT, Mark K",,Small molecular drug,Patented
D0L2KM,,AstraZeneca,,Small molecular drug,Patented
D0L2MS,,"ELAN PHARMACEUTICALS, INC. SHAM, Hing, L. KONRADI, Andrei, W. HOM, Roy, K. PROBST, Gary, D. BOWERS, Simeon TRUONG, Anh NEITZ, R., Jeffrey SEALY, Jennifer TOTH, Gergely",,Small molecular drug,Patented
D0L2XV,,SERVIER LAB [FRVERNALIS (R&D) LTD [GB],,Small molecular drug,Patented
D0L3CU,,KARUS THERAPEUTICS LTD,,Small molecular drug,Patented
D0L4OH,,IEO - ISTITUTO EUROPEO DI ONCOLOGIA S.R.L,,Small molecular drug,Patented
D0L5DV,,PFIZER INC,,Small molecular drug,Patented
D0L5OP,,VERTEX PHARMACEUTICALS INCORPORATED,,Carbohydrates,Patented
D0L5UM,,Bristol-Myers Squibb Co,,Small molecular drug,Patented
D0L6HL,,"RANBAXY LABORATORIES LIMITED KHERA, Manoj Kumar SONI, Ajay SATTIGERI, Jitendra SATTIGERI, Viswajanani DAS, Biswajit CLIFFE, Ian A. BHATNAGAR, Pradip Kumar RAUF, Abdul Rehman Abdul MUSIB, Arpita SAHA, Subham YADAV, Neeraj Kumar AHAMMED, Sabir REDDY, Ranadheer R. RAY, Abhijit SRIVASTAVA, Punit DASTIDAR, Sunanda Ghosh",,Small molecular drug,Patented
D0L7QE,,Gilead Sciences Inc,,Small molecular drug,Patented
D0L8FE,,"MERCK SHARP & DOHME CORP. PASTERNAK, Alexander DEJESUS, Reynalda, K. ZHU, Yuping YANG, Lihu WALSH, Shawn PIO, Barbara SHAHRIPOUR, Aurash TANG, Haifeng BELYK, Kevin KIM, Dooseop",,Small molecular drug,Patented
D0L8QD,,"Nissan chemical industries, Ltd",,Small molecular drug,Patented
D0LA0Q,,Janssen Pharmaceutica NV,,Small molecular drug,Patented
D0LA2R,,,,Small molecular drug,Patented
D0LA6O,,"KOWA COMPANY, LTD.  MIURA, Toru  ONOGI, Kazuhiro  TAGASHIRA, Junya",,Small molecular drug,Patented
D0LB6Q,,THE UNIVERSITY OF HONG KON,,Small molecular drug,Patented
D0LC5Y,,"ABIDE THERAPEUTICS, INCABIDE THERAPEUTICS, INC. THE SCRIPPS RESEARCH INSTITUTE",,Small molecular drug,Patented
D0LE6B,,"Verleye M, Guern MEL, Girard P, et alMsn Laboratories Limited, India",,Small molecular drug,Patented
D0LH9E,,,,Small molecular drug,Patented
D0LK4R,,NEW ENGLAND BIOLABS INC,,Nucleotide,Patented
D0LL7V,,China Pharmaceutical University,,Small molecular drug,Patented
D0LM5V,,,,Small molecular drug,Patented
D0LN1T,,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,,Small molecular drug,Patented
D0LO7X,,"DANA FARBER CANCER INSTITUTE, INCDANA-FARBER CANCER INSTITUTE, INC WALENSKY, Loren, D. STEWART, Michelle, L. COHEN, Nicole",,Small molecular drug,Patented
D0LP0D,,"RANBAXY LABORATORIES LIMITED KHERA, Manoj Kumar SATTIGERI, Jitendra YADAV, Neeraj Kumar RAUF, Abdul Rehman Abdul CLIFFE, Ian A. BHATNAGAR, Pradip Kumar RAY, Abhijit SRIVASTAVA, Punit DASTIDAR, Sunanda Ghosh",,Small molecular drug,Patented
D0LS1O,,"F. HOFFMANN-LA ROCHE AG BERGERON, Philippe BODIL VAN NIEL, Monique DRAGOVICH, Peter HURLEY, Christopher KULAGOWSKI, Janusz LABADIE, Sharada MCLEAN, Neville James MENDONCA, Rohan PULK, Rebecca ZAK, Mark",,Small molecular drug,Patented
D0LV6K,,KARUS THERAPEUTICS LTD,,Small molecular drug,Patented
D0LW9R,,Obseva SA,,Small molecular drug,Patented
D0LX2Y,,,,Small molecular drug,Patented
D0LZ1W,,VERTEX PHARMACEUTICALS INCORPORATED,,Carbohydrates,Patented
D0LZ4V,,Merck Sharp & Dohme,,Small molecular drug,Patented
D0LZ5Q,,Hoffmann-La Roche Ag,,Small molecular drug,Patented
D0M1TG,,GLAXOSMITHKLINE INTELLECTUAL PROPERTY (NO.2) LIMITED,,Small molecular drug,Patented
D0M2JK,,,,Small molecular drug,Patented
D0M2XJ,,"TIANJIN LONGBOGEN PHARMACEUTICAL CO., LTD",,Small molecular drug,Patented
D0M3BY,,"TETRALOGIC PHARMACEUTICALS CORP. CONDON, Stephen, M. LAPORTE, Matthew, G",,Small molecular drug,Patented
D0M3CB,,"JIANGSU CAREFREE PHARMACEUTICAL CO., LTD",,Small molecular drug,Patented
D0M4KF,,HEPTARES THERAPEUTICS LIMITED,,Small molecular drug,Patented
D0M4LK,,BAYER PHARMA AKTIENGESELLSCHAFT THE BROAD INSTITUTE INC,,Small molecular drug,Patented
D0M5BR,,ONCODESIGN S.A. IPSEN PHARMA S.A.S,,Small molecular drug,Patented
D0M5YQ,,Okayama University,,Small molecular drug,Patented
D0M6JD,,"MERCK SHARP & DOHME CORP. PASTERNAK, Alexander DEJESUS, Reynalda, K. ZHU, Yuping YANG, Lihu WALSH, Shawn PIO, Barbara SHAHRIPOUR, Aurash TANG, Haifeng BELYK, Kevin KIM, Dooseop",,Small molecular drug,Patented
D0M6MP,,SERVIER LAB [FRVERNALIS R & D LTD [GB],,Small molecular drug,Patented
D0M7GG,,"CHDI FOUNDATION, INC",,Small molecular drug,Patented
